-1.629848312361575235e+00,7.915984785739013319e+00,0.000000000000000000e+00
-1.209091916456942029e+00,1.189550550424435471e+01,0.000000000000000000e+00
-1.731768580132893476e+00,1.130610089794871342e+01,0.000000000000000000e+00
-2.430276161662325407e+00,1.046096118855479062e+01,0.000000000000000000e+00
-3.183420242982575310e+00,9.514599318667897876e+00,0.000000000000000000e+00
-3.932602421046785146e+00,8.570983005006331368e+00,0.000000000000000000e+00
-4.718035507954693841e+00,7.614714321568204269e+00,0.000000000000000000e+00
-5.486443698986007256e+00,6.673406977601565870e+00,0.000000000000000000e+00
-6.263255413449896558e+00,5.741216907992781060e+00,0.000000000000000000e+00
-7.017129275328486848e+00,4.797584056139314157e+00,0.000000000000000000e+00
-7.770600516692902637e+00,3.849643337890358730e+00,0.000000000000000000e+00
-8.568510864148031203e+00,2.911181442338398817e+00,0.000000000000000000e+00
-9.323863816001338733e+00,1.999845048176418727e+00,0.000000000000000000e+00
-1.005162578823619413e+01,1.026738592805923389e+00,0.000000000000000000e+00
-1.086141313413094700e+01,-4.115050520266949619e-03,0.000000000000000000e+00
-1.156280311601197930e+01,-8.408850817509372355e-01,0.000000000000000000e+00
-1.230374826422826473e+01,-1.786270296320476625e+00,0.000000000000000000e+00
-1.311102190876905382e+01,-2.761694312118621486e+00,0.000000000000000000e+00
-1.381188678318088137e+01,-3.714473749805520697e+00,0.000000000000000000e+00
